ID	Name	Description	Option
info_news	ข่าวสาร	กระดานข่าวสาร	
lb_nonews	ไม่มีข่าวใหม่		
news_commu_discord	ชุมชน The Last Bug		
news_commu_fb	แฟนเพจ The Last Bug		
news_adventure	เตรียมตัวพบกับการผจญภัยครั้งใหม่		
news_event_halloween	 		
Manual			
info_manual	คู่มือการเล่น	คู่มือการเล่น	
tab_actionitem	แอคชั่น		
tab_environment	ของในฉาก		
tab_gameact	กิจกรรมของเกม		
sub_item	ไอเท็ม		
sub_ability	ทักษะพิเศษ		
sub_block	บล็อก		
sub_envi	สิ่งแวดล้อม		
sub_gameact	กิจกรรม		
Hide	ซ่อนตัว		
Show	เผยตัว		
Atk	โจมตี		
Buff	สนับสนุน		
Ward	กับดัก		
Hp	พลังชีวิต		
Damage	ความเสียหาย		
Target	เป้าหมาย		
Warning	อันตราย		
Quicksand	ทรายดูด		
Water	น้ำ		
NotMovement	เคลื่อนไหวลำบาก		
Reward	รางวัล		
Energy	เอเนอร์จี้		
Unmove	เข้าไม่ได้		
Flag	ธง		
Def	ป้องกัน		
Block	บล็อก		
TargetAround	ระยะใกล้		
TargetRange	ระยะไกล		
TargetExclusively	ตัวเอง		
TargetAroundAOE	วงกว้าง ระยะใกล้		
TargetRangeAOE	วงกว้าง ระยะไกล		
TargetRandom	สุ่มเป้าหมาย		
shottarget	เป้าหมายเดี่ยว		
fire	ไฟ		
movement	เคลื่อนไหว		
ability	ทักษะ		
lb_tips	คำแนะนำ		
tips_0	Tips_Blessing	ใบโคลเวอร์สีทองนี้ จะทำให้คุณได้รางวัลมากขึ้น!	
tips_1	Tips_BlockDetail	ดับเบิ้ลคลิ๊กที่บล็อก เพื่อดูสภาพพื้นที่ของบล็อกได้นะ	
tips_2	Tips_Flag	ธงแห่งชัยชนะ เมื่อเก็บได้ครบ 3 ธง ผู้เล่นจะชนะการแข่งขันทันที นอกจากนี้ ยังสามารถเอาธงที่เก็บได้ ไปเปิดกล่องได้อีกด้วยนะ	
tips_3	Tips_GameAc	กิจกรรมสำคัญภายในเกม จะมีการแจ้งเตือน และ นับถอยหลังอยู่เสมอ มีสติ และ สังเกตอยู่ตลอดเวลา เพราะทุกพื้นที่มันอันตราย!	
tips_4	Tips_RampageChangeToGift	ทุกคะแนนแรมเพจ จากกิจกรรมในสนามแข่ง จะถูกนำไปแปลงเป็นของรางวัลตอนจบเกม!	
tips_5	Tips_RampageGet	ทำลายของภายในฉาก เก็บธง และ สร้างความเสียดายให้ศัตรู  3 สิ่งนี้ จะทำให้คุณได้รับคะแนนแรมเพจมากขึ้น	
tips_6	Tips_Recycle	คุณสามารถย่อยสบายไอเท็มที่ไม่ต้องการ เพื่อรับเอเนอร์จี้ และ คะแนนแรมเพจ	
tips_7	Tips_Narrative01	สวนหลังบ้านเคยเกิดสงคราม ระหว่างฝ่าย Savior ผู้ปกป้องแมลงกินพืช กับฝ่าย Alpha ที่นำโดยแมลงกินเนื้อ	
tips_8	Tips_Narrative02	เหล่าผู้ท้าชิงต่างต่อสู้สุดชีวิต เพื่อจะเป็นแมลงตัวสุดท้าย อย่าประมาทคู่ต่อสู้ไปล่ะ เพราะอะไรก็เกิดขึ้นได้ทั้งนั้น	
tips_9	Tips_Narrative03	ตำแหน่งจะอยู่กับเราไม่นานตำนานจะอยู่กับเราตลอดไป	
tips_10	Tips_Narrative04	สังเกตตำแหน่งศัตรูที่ตกลงมาพร้อมกับคุณ มันอาจจะทำให้คุณได้เปรียบมากขึ้น	
tips_11	Tips_Narrative05	เหล่าแมลงที่น่ารักมีทักษะเฉพาะตัวที่ต่างกัน เลือกแชมป์เบี้ยนที่เหมาะสมกับสไตล์การเล่นของคุณ	
tips_12	Tips_Narrative06		
tips_13	Tips_Narrative07	หวังว่าของที่คุณเตรียมมาจะพร้อมสำหรับลงสนามนะ	
tips_14	Tips_Tips_Blacklist	คุณสามารถหลีกหนีจากผู้เล่นที่สร้างปัญหา และทำลายความสนุกภายในเกมได้ ด้วยการทำ แบล็คลิสต์	
			
Tooltips			
tooltips_coin		{d@Coin}	
tooltips_gem		{d@Gem}	
tooltips_leafpoint		{d@LeafPoint}	
tooltips_exp		{d@Exp}	
tooltips_characterexp		{d@CharacterExp}	
tooltips_jigsaw		{d@Jigsaw}	
tooltips_blessing		{d@info_blessing}	
tooltips_casual		{d@casual}	
tooltips_compete		{d@compete}	
tooltips_practice		{d@practice}	
tooltips_favorite		{d@info_favorite}	
tooltips_material		{d@category_Material}	
tooltips_material_gift		{d@material_gift}	
tooltips_material_flag		{d@material_flag}	
tooltips_material_sachet		{d@material_9}	
tooltips_material_charecipe		{d@material_8}	
tooltips_material_halloween		{d@material_halloween}	
tooltips_material_festival		{d@material_festival}	
Summary			
obj_main	เป้าหมายหลัก		
obj_sub	เป้าหมายรอง		
point	คะแนน		
bt_playagain	เล่นอีกครั้ง		
lb_noreward	ไม่ได้รางวัล		
Arena			
obj_flag	เก็บธงให้ครบ 3 อัน		
obj_kill	กำจัดศัตรูให้เหี้ยน		
obj_survive	ยืนหยัดเป็นแมลงตัวสุดท้าย		
intro_ready	ระวัง		
intro_go	ไป!		
lb_waitturn	รอเทิร์นคนอื่นก่อนนะ		
lb_yourturn	เทิร์นคุณแล้ว!		
lb_endturn	จบเทิร์น		
lb_timeout	หมดเวลา		
status_coming	กำลังมา		
status_working	ทำงานอยู่		
using	กำลังใช้...		
welcome	ยินดีต้อนรับ!		
start	เริ่มเกม!		
Login			
lb_createacc	สร้างบัญชีใหม่	สร้างบัญชี เพื่อเก็บความคืบหน้าของคุณ!	
lb_username	Username	Username หรือ Email	
lb_password	Password		
lb_disname	ชื่อในเกม	ระบุชื่อที่คุณต้องการใช้แสดงในเกม	
lb_email	Email		
bt_register	ลงทะเบียน		
lb_backtologin	กลับไปหน้า Login		
lb_headerlogin	เข้าร่วมการแข่ง		
bt_login	Login		
bt_guest	เล่นเลย		
lb_or	หรือ		
			
			
Information			
info_blessing	Blessing Bonus	ใบโคลเวอร์สีทองนี้ คือพรจากสวรรค์ ตามความเชื่อของเหล่าแมลง แชมเปี้ยนทุกตัวของคุณจะได้รับพรนี้ เป็นความสดใสของทุกเช้าวันใหม่ พรนี้จะช่วยให้คุณได้รับของรางวัลจากการแข่งขันเพิ่มขึ้น!	
info_favorite	ตัวโปรด	ติดดาวให้แชมเปี้ยนแมลงตัวโปรด ให้เจ้าแมลงได้ยืนเด่นเป็นตระหง่านในหน้าหลัก และเป็นแมลงที่ถูกเลือกตอนเตรียมตัวเข้าแข่ง ไม่ต้องคิดนานว่าจะส่งใครไป	
info_mvp	สไตล์การเล่น	สไตล์การเล่นของคุณที่ได้รับหลังจากจบการแข่งขัน จะเกี่ยวข้องกับวิธีการเล่นของคุณในสนามต่อสู้	
info_permission	ห้องส่วนตัว	ห้องส่วนตัวจะอนุญาตเฉพาะเพื่อนของคุณเข้าร่วมเท่านั้น แต่จะได้รางวัลน้อยกว่าห้องสาธารณะ	
info_finishhim	ช็อทปลิดชีพ	ช็อตปลิดชีพเป็นท่าโพส เมื่อคุณกำจัดศัตรูได้ เลือกแบบเท่ๆ มาสักท่าสิ	
info_avatar	รูปประจำตัว	เลือกรูป ที่ต้องการใช้เป็นรูปแทนตัวคุณ	
info_state_move	เดิน	เลือกบล็อคที่ต้องการเดินไป	
info_state_use	ใช้ไอเทม/ความสามารถ	ใช้ไอเทม/ความสามารถ	
info_costume	แต่งตัว	แต่งตัวแชมเปี้ยนให้โดดเด่นกว่าใคร	
info_ability	ทักษะ	ปลดล็อคทักษะประจำตัว และเลือกใช้ให้เหมาะกับคุณ	
info_pocket	ไอเท็มพกพา	ไอเท็มพกพาสำหรับ ใช้ในอารีน่า สต๊าฟจะนำ ไปหย่อนให้ใกล้ๆ อย่าลืมเข้าไปเก็บนะ!	
info_pocketmain	กระเป๋าปุ๊กปิ๊ก	กระเป๋าสำหรับใส่ของ ที่คุณต้องการพกติดตัวไปสู้ในอารีน่า	
info_shovel	พลั่ว	{d@act_5}	
info_parachute	ร่มชูชีพ	ร่มชูชีพที่จะทำให้คุณโดดเด่น และร่อนลงสนามได้อย่างสง่างาม	
info_levelup	รางวัลเลเวลอัพ	รับใบไม้ 3 อันทุกครั้งที่เลเวลอัพ!	
info_join	เข้าร่วมการแข่งขัน	ใส่โค้ดที่เพื่อนคุณส่งมา เพื่อเข้าร่วมการแข่งกับเขา	
info_friend	เพื่อนฝูง	กระดานเพื่อนฝูง	
info_rank	ระดับแรงค์	ระดับแรงค์	
info_mail	จดหมาย	กล่องจดหมาย	
lb_nomail	ไม่มีข้อความใหม่		
info_chat	บันทึกการสนทนา		
			
Mail Content			
mail_welcome	ของขวัญต้อนรับ!	ยินดีต้อนรับเข้าสู่โลกแมลง! คุณได้รับยิปโป้เป็นแชมเปี้ยนตัวแรก ขอให้มีช่วงเวลาที่ดีนะ	
mail_refund	คืนของ	เกิดข้อผิดพลาด ในการเทียบเชิญแชมเปี้ยน เอาของคืนไป แล้วไว้มาลองใหม่นะ!	
			
			
			
			
			
			
			
			
			
Error Handle			
room_kicked		เจ้าของห้องไม่อนุญาต ไม่เป็นไร หาห้องใหม่กัน	
login_empty		โปรดใส่ชื่อและรหัสผ่าน	
login_incorrect		โปรดใส่รหัสผ่านที่ถูกต้อง	
login_fb_fail		ไม่สามารถล็อกอินได้ โปรดลองอีกครั้ง	
login_steam_fail	ไม่มีแพลตฟอร์มรองรับ	ไม่สามารถล็อกอินได้ โปรดตรวจสอบว่าเกมกำลังทำงานอยู่ใน Launcher ที่ถูกต้อง	
login_getuser_fail		การดึงข้อมูลผู้เล่นล้มเหลว	
login_fail		การ Login ล้มเหลว:	
regis_incomplete		กรุณากรอกข้อมูลให้ครบถ้วน	
regis_wrongemail		กรุณากรอก Email ที่ถูกต้อง	
regis_shortpass		กรุณาตั้ง Password ความยาวอย่างน้อย 8 ตัวอักษร	
regis_fail		การลงทะเบียนล้มเหลว	
regis_repeat_username		Username นี้ถูกใช้ไปแล้ว	
regis_repeat_displayname		ชื่อนี้ถูกใช้ไปแล้ว	
regis_completed		การลงทะเบียนของคุณสำเร็จแล้ว!	
error_roomclosed	แมทช์นี้ปิดไปแล้ว 	ห้องนี้ปิดไปแล้ว	
error_roomfull	แมทช์นี้มีเต็มแล้ว	ห้องนี้มีเต็มไปแล้ว ลองเข้าร่วมห้องอื่นนะ	
error_inroom	ไม่สามารถเข้าร่วม	ไม่สามารถเข้าร่วมห้องอื่นได้ หากต้องการย้ายห้อง ต้องออกจากห้องนี้ก่อน	
error_invalidcode	โค้ดไม่ถูกต้อง	โค้ดไม่ถูกต้อง หรือห้องอาจถูกปิดไปแล้ว	
error_cantcreate	ไม่สามารถสร้างห้องได้	ไม่สามารถสร้างห้องได้ โปรดลองใหม่อีกครั้ง	
error_NotFoundGameMode	แจ้งเตือน!	ไม่พบเกมโหมด โปรดลองใหม่อีกครั้ง	
error_RoomData	แจ้งเตือน!	ถูกตัดการเชื่อมต่อกับห้องแล้ว. โปรดลองใหม่อีกครั้ง	
error_Timeout	เกินเวลา!	ถูกตัดการเชื่อมต่อกับห้องแล้ว. โปรดลองใหม่อีกครั้ง	
error_CreatedRoom	เกิดข้อผิดพลาด!	หลุดจากการเชื่อมต่อกับเซิร์ฟเวอร์ โปรดลองใหม่อีกครั้ง	
error_DisbleConnect	การเชื่อมต่อไม่เสถียร!	การเชื่อมต่อไม่เสถียร โปรดลองใหม่อีกครั้ง	
error_cantbuy	ไม่สามารถซื้อได้	โอ๊ะโอ! คุณไม่สามารถซื้อได้ในตอนนี้ โปรดลองใหม่อีกครั้ง	
error_soft	อุ๊ย	ลองใหม่อีกครั้งนะ	
error_notenough	มีไม่พอ	คุณมี {$item} ไม่เพียงพอ	
error_exchangelimit	จำกัด	คุณได้ใช้สิทธิ์การแลกเปลี่ยน ของวันนี้ไปหมดแล้ว พรุ่งนี้มาใหม่นะ	
